"fileName","cleanTitle","url","date","size","genre","rating"
"GrimGrimoire (USA) (En,Ja).zip","GrimGrimoire","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/GrimGrimoire%20%28USA%29%20%28En%2CJa%29.zip","29-Mar-2022 10:57","448.6 MiB","Action",8.1
"Growlanser - Heritage of War (USA).zip","Growlanser - Heritage of War","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Growlanser%20-%20Heritage%20of%20War%20%28USA%29.zip","28-Mar-2022 11:26","3.3 GiB","Shooter",7.6
"Growlanser Generations (USA) (Disc 1) (Growlanser II - The Sense of Justice).zip","Growlanser Generations","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Growlanser%20Generations%20%28USA%29%20%28Disc%201%29%20%28Growlanser%20II%20-%20The%20Sense%20of%20Justice%29.zip","29-Mar-2022 01:51","461.6 MiB","RPG",7.8
"Guitar Hero (USA).zip","Guitar Hero","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Guitar%20Hero%20%28USA%29.zip","28-Mar-2022 21:14","1.8 GiB","Music/Rhythm",8.7
"Guitar Hero II (USA).zip","Guitar Hero II","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Guitar%20Hero%20II%20%28USA%29.zip","28-Mar-2022 09:04","3.1 GiB","Music/Rhythm",8.8
"Guitar Hero III - Legends of Rock (USA).zip","Guitar Hero III - Legends of Rock","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Guitar%20Hero%20III%20-%20Legends%20of%20Rock%20%28USA%29.zip","30-Mar-2022 08:08","2.9 GiB","RPG",8.6
"Gungrave (USA) (Trade Demo).zip","Gungrave","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Gungrave%20%28USA%29%20%28Trade%20Demo%29.zip","21-Jul-2025 19:40","464.8 MiB","Shooter",8.0
"Gungrave - Overdose (USA).zip","Gungrave - Overdose","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Gungrave%20-%20Overdose%20%28USA%29.zip","28-Mar-2022 14:36","2.3 GiB","Shooter",8.1
"Haunting Ground (USA).zip","Haunting Ground","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Haunting%20Ground%20%28USA%29.zip","30-Mar-2022 06:53","3.9 GiB","Adventure",8.2
"Hitman - Blood Money (USA).zip","Hitman - Blood Money","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Hitman%20-%20Blood%20Money%20%28USA%29.zip","29-Mar-2022 18:39","2.6 GiB","Action",8.8
"Hitman - Contracts (USA).zip","Hitman - Contracts","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Hitman%20-%20Contracts%20%28USA%29.zip","28-Mar-2022 20:13","2.4 GiB","Action",8.4
"Hitman 2 - Silent Assassin (USA) (v1.01).zip","Hitman 2 - Silent Assassin","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Hitman%202%20-%20Silent%20Assassin%20%28USA%29%20%28v1.01%29.zip","29-Mar-2022 22:04","1.5 GiB","Action",8.7
"Hulk (USA).zip","Hulk","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Hulk%20%28USA%29.zip","28-Mar-2022 14:32","1.3 GiB","Action",7.5
"I-Ninja (USA).zip","I-Ninja","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/I-Ninja%20%28USA%29.zip","29-Mar-2022 06:27","1.1 GiB","Action",7.8
"Ico (USA).zip","Ico","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Ico%20%28USA%29.zip","28-Mar-2022 08:10","509.4 MiB","Adventure",8.9
"Inuyasha - The Secret of the Cursed Mask (USA).zip","Inuyasha - The Secret of the Cursed Mask","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Inuyasha%20-%20The%20Secret%20of%20the%20Cursed%20Mask%20%28USA%29.zip","30-Mar-2022 06:05","2.1 GiB","Action",7.2
"Jak 3 (USA) (En,Fr,De,Es,It,Pt,Ru).zip","Jak 3","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Jak%203%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CPt%2CRu%29.zip","29-Mar-2022 07:13","2.8 GiB","Adventure",8.8
"Jak II - Renegade (Europe, Australia) (En,Ja,Fr,De,Es,It,Ko).zip","Jak II - Renegade","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Jak%20II%20-%20Renegade%20%28Europe%2C%20Australia%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%2CKo%29.zip","29-Mar-2022 18:17","3.0 GiB","Adventure",8.9
"Jak and Daxter - The Precursor Legacy (USA) (Cingular Wireless Demo).zip","Jak and Daxter - The Precursor Legacy","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Jak%20and%20Daxter%20-%20The%20Precursor%20Legacy%20%28USA%29%20%28Cingular%20Wireless%20Demo%29.zip","26-Jul-2025 17:59","473.0 MiB","Adventure",8.8
"Justice League Heroes (USA).zip","Justice League Heroes","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Justice%20League%20Heroes%20%28USA%29.zip","29-Mar-2022 16:42","2.1 GiB","Action",7.8
"Katamari Damacy (USA).zip","Katamari Damacy","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Katamari%20Damacy%20%28USA%29.zip","29-Mar-2022 20:52","1.2 GiB","Puzzle",8.8
"Kessen (USA).zip","Kessen","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Kessen%20%28USA%29.zip","28-Mar-2022 20:24","3.8 GiB","Strategy",7.8
"Kessen II (USA).zip","Kessen II","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Kessen%20II%20%28USA%29.zip","28-Mar-2022 05:49","3.6 GiB","Strategy",7.7
"Kessen III (USA).zip","Kessen III","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Kessen%20III%20%28USA%29.zip","30-Mar-2022 00:58","4.3 GiB","Strategy",8.0
"Killzone (USA).zip","Killzone","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Killzone%20%28USA%29.zip","30-Mar-2022 08:53","3.5 GiB","Shooter",7.8
"Kingdom Hearts (USA).zip","Kingdom Hearts","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Kingdom%20Hearts%20%28USA%29.zip","28-Mar-2022 15:02","2.3 GiB","RPG",8.9
"Kingdom Hearts II (USA).zip","Kingdom Hearts II","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Kingdom%20Hearts%20II%20%28USA%29.zip","29-Mar-2022 00:29","3.0 GiB","RPG",9.0
"Klonoa 2 - Lunatea's Veil (USA) (Trade Demo).zip","Klonoa 2 - Lunatea's Veil","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Klonoa%202%20-%20Lunatea%27s%20Veil%20%28USA%29%20%28Trade%20Demo%29.zip","29-Mar-2022 15:41","122.4 MiB","Platformer",8.5
"Kuon (USA).zip","Kuon","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Kuon%20%28USA%29.zip","28-Mar-2022 15:06","1023.7 MiB","Adventure",7.6
"Legacy of Kain - Defiance (USA).zip","Legacy of Kain - Defiance","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Legacy%20of%20Kain%20-%20Defiance%20%28USA%29.zip","29-Mar-2022 20:47","3.1 GiB","Action",8.2
"MVP Baseball 2005 (USA).zip","MVP Baseball 2005","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/MVP%20Baseball%202005%20%28USA%29.zip","28-Mar-2022 20:16","1.9 GiB","Sports",8.9
"Madden NFL 2005 (USA) (Collector's Edition).zip","Madden NFL 2005","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Madden%20NFL%202005%20%28USA%29%20%28Collector%27s%20Edition%29.zip","29-Mar-2022 16:34","5.9 GiB","Sports",8.9
"Mafia (USA).zip","Mafia","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mafia%20%28USA%29.zip","30-Mar-2022 06:35","3.5 GiB","Action",8.6
"Magna Carta - Tears of Blood (USA) (Trade Demo).zip","Magna Carta - Tears of Blood","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Magna%20Carta%20-%20Tears%20of%20Blood%20%28USA%29%20%28Trade%20Demo%29.zip","20-Jul-2025 07:55","2.9 GiB","Action",7.7
"Makai Kingdom - Chronicles of the Sacred Tome (USA).zip","Makai Kingdom - Chronicles of the Sacred Tome","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Makai%20Kingdom%20-%20Chronicles%20of%20the%20Sacred%20Tome%20%28USA%29.zip","30-Mar-2022 02:27","441.4 MiB","Action",8.1
"Manhunt (USA).zip","Manhunt","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Manhunt%20%28USA%29.zip","28-Mar-2022 20:47","2.0 GiB","Action",8.0
"Max Payne (USA).zip","Max Payne","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Max%20Payne%20%28USA%29.zip","29-Mar-2022 00:35","1.0 GiB","Action",8.8
"Max Payne 2 - The Fall of Max Payne (USA).zip","Max Payne 2 - The Fall of Max Payne","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Max%20Payne%202%20-%20The%20Fall%20of%20Max%20Payne%20%28USA%29.zip","29-Mar-2022 22:55","1.2 GiB","Action",8.9
"Maximo - Ghosts to Glory (USA).zip","Maximo - Ghosts to Glory","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Maximo%20-%20Ghosts%20to%20Glory%20%28USA%29.zip","29-Mar-2022 14:56","542.4 MiB","Platformer",8.1
"Maximo vs Army of Zin (USA).zip","Maximo vs Army of Zin","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Maximo%20vs%20Army%20of%20Zin%20%28USA%29.zip","28-Mar-2022 11:36","668.5 MiB","Platformer",7.8
"Medal of Honor - Frontline (USA).zip","Medal of Honor - Frontline","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Medal%20of%20Honor%20-%20Frontline%20%28USA%29.zip","29-Mar-2022 12:37","2.6 GiB","Shooter",8.8
"Medal of Honor - Rising Sun (USA).zip","Medal of Honor - Rising Sun","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Medal%20of%20Honor%20-%20Rising%20Sun%20%28USA%29.zip","30-Mar-2022 07:38","3.4 GiB","Shooter",8.2
"Mega Man Anniversary Collection (USA).zip","Mega Man Anniversary Collection","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mega%20Man%20Anniversary%20Collection%20%28USA%29.zip","30-Mar-2022 05:08","2.9 GiB","Arcade",8.3
"Mega Man X - Command Mission (USA).zip","Mega Man X - Command Mission","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mega%20Man%20X%20-%20Command%20Mission%20%28USA%29.zip","28-Mar-2022 10:47","1002.2 MiB","Strategy",7.7
"Mega Man X Collection (USA).zip","Mega Man X Collection","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mega%20Man%20X%20Collection%20%28USA%29.zip","29-Mar-2022 09:51","2.3 GiB","Arcade",8.5
"Mega Man X7 (USA).zip","Mega Man X7","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mega%20Man%20X7%20%28USA%29.zip","28-Mar-2022 17:49","805.1 MiB","Action",6.8
"Mega Man X8 (USA).zip","Mega Man X8","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mega%20Man%20X8%20%28USA%29.zip","29-Mar-2022 08:33","866.6 MiB","Action",7.9
"Metal Gear Solid 2 - Sons of Liberty (USA).zip","Metal Gear Solid 2 - Sons of Liberty","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Metal%20Gear%20Solid%202%20-%20Sons%20of%20Liberty%20%28USA%29.zip","29-Mar-2022 22:16","3.2 GiB","Stealth",9.4
"Metal Gear Solid 3 - Snake Eater (USA).zip","Metal Gear Solid 3 - Snake Eater","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Metal%20Gear%20Solid%203%20-%20Snake%20Eater%20%28USA%29.zip","29-Mar-2022 21:26","3.4 GiB","Stealth",9.6
"Metal Slug 3 (Europe) (En,Fr,De,Es,It).zip","Metal Slug 3","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Metal%20Slug%203%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip","28-Mar-2022 22:46","1.4 GiB","Action",8.7
"Metal Slug Anthology (USA).zip","Metal Slug Anthology","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Metal%20Slug%20Anthology%20%28USA%29.zip","28-Mar-2022 15:22","758.4 MiB","Action",8.4
"Midnight Club 3 - DUB Edition (USA) (v1.04).zip","Midnight Club 3 - DUB Edition","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Midnight%20Club%203%20-%20DUB%20Edition%20%28USA%29%20%28v1.04%29.zip","30-Mar-2022 10:57","3.3 GiB","Racing",8.5
"Midnight Club II (USA).zip","Midnight Club II","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Midnight%20Club%20II%20%28USA%29.zip","29-Mar-2022 19:51","2.4 GiB","Racing",8.3
"Mobile Suit Gundam - Encounters in Space (USA).zip","Mobile Suit Gundam - Encounters in Space","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mobile%20Suit%20Gundam%20-%20Encounters%20in%20Space%20%28USA%29.zip","30-Mar-2022 08:19","3.3 GiB","Shooter",7.8
"Mobile Suit Gundam - Journey to Jaburo (USA).zip","Mobile Suit Gundam - Journey to Jaburo","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mobile%20Suit%20Gundam%20-%20Journey%20to%20Jaburo%20%28USA%29.zip","29-Mar-2022 20:50","3.1 GiB","Shooter",7.6
"Mobile Suit Gundam Seed (Korea).zip","Mobile Suit Gundam Seed","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mobile%20Suit%20Gundam%20Seed%20%28Korea%29.zip","30-Mar-2022 10:27","446.4 MiB","Shooter",7.5
"Mortal Kombat - Armageddon (USA) (Premium Edition).zip","Mortal Kombat - Armageddon","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mortal%20Kombat%20-%20Armageddon%20%28USA%29%20%28Premium%20Edition%29.zip","29-Mar-2022 17:25","2.6 GiB","Fighting",7.8
"Mortal Kombat - Deadly Alliance (USA).zip","Mortal Kombat - Deadly Alliance","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mortal%20Kombat%20-%20Deadly%20Alliance%20%28USA%29.zip","29-Mar-2022 11:23","2.5 GiB","Fighting",8.3
"Mortal Kombat - Deception (USA) (Premium Pack Bonus Disc).zip","Mortal Kombat - Deception","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mortal%20Kombat%20-%20Deception%20%28USA%29%20%28Premium%20Pack%20Bonus%20Disc%29.zip","28-Mar-2022 09:04","1.7 GiB","Fighting",8.4
"Mortal Kombat - Shaolin Monks (USA).zip","Mortal Kombat - Shaolin Monks","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mortal%20Kombat%20-%20Shaolin%20Monks%20%28USA%29.zip","28-Mar-2022 05:35","2.6 GiB","Fighting",8.5
"Musashi - Samurai Legend (USA).zip","Musashi - Samurai Legend","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Musashi%20-%20Samurai%20Legend%20%28USA%29.zip","30-Mar-2022 08:53","1.4 GiB","Action",7.5
"NBA Street V3 (USA).zip","NBA Street V3","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/NBA%20Street%20V3%20%28USA%29.zip","29-Mar-2022 05:41","2.0 GiB","Sports",8.5
"NBA Street Vol. 2 (USA).zip","NBA Street Vol. 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/NBA%20Street%20Vol.%202%20%28USA%29.zip","30-Mar-2022 08:04","1.5 GiB","Sports",8.8
"NFL Street (USA).zip","NFL Street","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/NFL%20Street%20%28USA%29.zip","27-Mar-2022 16:52","1.6 GiB","Sports",8.4
"NFL Street 2 (USA).zip","NFL Street 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/NFL%20Street%202%20%28USA%29.zip","30-Mar-2022 08:26","1.3 GiB","Sports",8.6
"Naruto - Ultimate Ninja (USA).zip","Naruto - Ultimate Ninja","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Naruto%20-%20Ultimate%20Ninja%20%28USA%29.zip","28-Mar-2022 17:05","1.3 GiB","Fighting",7.8
"Naruto - Ultimate Ninja 2 (USA).zip","Naruto - Ultimate Ninja 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Naruto%20-%20Ultimate%20Ninja%202%20%28USA%29.zip","29-Mar-2022 16:10","1.1 GiB","Fighting",8.0
"Naruto - Ultimate Ninja 3 (USA).zip","Naruto - Ultimate Ninja 3","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Naruto%20-%20Ultimate%20Ninja%203%20%28USA%29.zip","29-Mar-2022 08:37","2.0 GiB","Fighting",8.2
"Naruto - Uzumaki Chronicles (USA).zip","Naruto - Uzumaki Chronicles","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Naruto%20-%20Uzumaki%20Chronicles%20%28USA%29.zip","29-Mar-2022 02:46","1.1 GiB","Fighting",7.5
"Naruto - Uzumaki Chronicles 2 (USA).zip","Naruto - Uzumaki Chronicles 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Naruto%20-%20Uzumaki%20Chronicles%202%20%28USA%29.zip","28-Mar-2022 18:27","1.0 GiB","Fighting",7.6
"Need for Speed - Carbon (USA).zip","Need for Speed - Carbon","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Need%20for%20Speed%20-%20Carbon%20%28USA%29.zip","30-Mar-2022 01:04","3.0 GiB","Racing",8.2
"Need for Speed - Hot Pursuit 2 (USA).zip","Need for Speed - Hot Pursuit 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Need%20for%20Speed%20-%20Hot%20Pursuit%202%20%28USA%29.zip","29-Mar-2022 08:54","2.3 GiB","Racing",8.4
"Need for Speed - Most Wanted (USA) (v1.01).zip","Need for Speed - Most Wanted","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Need%20for%20Speed%20-%20Most%20Wanted%20%28USA%29%20%28v1.01%29.zip","30-Mar-2022 10:24","3.0 GiB","Racing",8.5
"Need for Speed - Underground (USA).zip","Need for Speed - Underground","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Need%20for%20Speed%20-%20Underground%20%28USA%29.zip","29-Mar-2022 01:07","2.1 GiB","Racing",8.6
"Need for Speed - Underground 2 (USA).zip","Need for Speed - Underground 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Need%20for%20Speed%20-%20Underground%202%20%28USA%29.zip","29-Mar-2022 06:43","1.5 GiB","Racing",8.7
"Neo Contra (USA).zip","Neo Contra","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Neo%20Contra%20%28USA%29.zip","30-Mar-2022 07:47","1.1 GiB","Action",7.3
"Nightshade (USA).zip","Nightshade","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Nightshade%20%28USA%29.zip","29-Mar-2022 01:48","3.4 GiB","Action",7.9
"Obscure (USA) (En,Fr,Es).zip","Obscure","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Obscure%20%28USA%29%20%28En%2CFr%2CEs%29.zip","18-Feb-2025 03:57","2.3 GiB","Horror",7.5
"Obscure II (Europe) (En,Fr,De,Es,It).zip","Obscure II","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Obscure%20II%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip","18-Feb-2025 03:57","1.5 GiB","Horror",7.3
"Odin Sphere (USA) (Trade Demo).zip","Odin Sphere","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Odin%20Sphere%20%28USA%29%20%28Trade%20Demo%29.zip","20-Jul-2025 07:55","2.7 GiB","Action",8.6
"One Piece - Grand Adventure (Korea).zip","One Piece - Grand Adventure","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/One%20Piece%20-%20Grand%20Adventure%20%28Korea%29.zip","10-May-2025 18:57","828.0 MiB","Fighting",7.8
"Onimusha - Warlords (USA).zip","Onimusha - Warlords","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Onimusha%20-%20Warlords%20%28USA%29.zip","25-Apr-2022 19:58","2.9 GiB","Action",8.6
"Onimusha 2 - Samurai's Destiny (USA).zip","Onimusha 2 - Samurai's Destiny","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Onimusha%202%20-%20Samurai%27s%20Destiny%20%28USA%29.zip","28-Mar-2022 14:41","2.9 GiB","Action",8.5
"Onimusha 3 - Demon Siege (USA).zip","Onimusha 3 - Demon Siege","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Onimusha%203%20-%20Demon%20Siege%20%28USA%29.zip","29-Mar-2022 16:04","1.9 GiB","Action",8.4
"Pac-Man World 2 (USA) (v1.00).zip","Pac-Man World 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Pac-Man%20World%202%20%28USA%29%20%28v1.00%29.zip","29-Mar-2022 01:40","862.8 MiB","Action",7.7
"Pac-Man World 3 (USA).zip","Pac-Man World 3","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Pac-Man%20World%203%20%28USA%29.zip","28-Mar-2022 16:38","1.3 GiB","Action",7.2
"Persona 3 FES (Europe).zip","Persona 3 FES","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Persona%203%20FES%20%28Europe%29.zip","29-Mar-2022 06:49","3.1 GiB","RPG",9.0
"Persona 4 (Europe).zip","Persona 4","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Persona%204%20%28Europe%29.zip","28-Mar-2022 18:09","2.7 GiB","RPG",9.3
"Phantom Brave (USA).zip","Phantom Brave","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Phantom%20Brave%20%28USA%29.zip","29-Mar-2022 11:57","461.4 MiB","RPG",8.3
"Power Rangers - Dino Thunder (USA).zip","Power Rangers - Dino Thunder","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Power%20Rangers%20-%20Dino%20Thunder%20%28USA%29.zip","30-Mar-2022 02:27","506.8 MiB","Action",6.8
"Primal (USA) (En,Fr,Es).zip","Primal","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Primal%20%28USA%29%20%28En%2CFr%2CEs%29.zip","28-Mar-2022 08:53","2.8 GiB","Action",8.1
"Prince of Persia - The Sands of Time (USA) (En,Fr,Es).zip","Prince of Persia - The Sands of Time","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Prince%20of%20Persia%20-%20The%20Sands%20of%20Time%20%28USA%29%20%28En%2CFr%2CEs%29.zip","28-Mar-2022 22:50","1.9 GiB","Action",9.2
"Prince of Persia - The Two Thrones (USA) (En,Fr,Es).zip","Prince of Persia - The Two Thrones","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Prince%20of%20Persia%20-%20The%20Two%20Thrones%20%28USA%29%20%28En%2CFr%2CEs%29.zip","29-Mar-2022 10:15","1.5 GiB","Action",8.6
"Prince of Persia - Warrior Within (USA) (En,Fr,Es).zip","Prince of Persia - Warrior Within","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Prince%20of%20Persia%20-%20Warrior%20Within%20%28USA%29%20%28En%2CFr%2CEs%29.zip","28-Mar-2022 16:00","3.0 GiB","Action",8.5
"Pro Evolution Soccer 5 (Europe) (En,Fr,De,Es).zip","Pro Evolution Soccer 5","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Pro%20Evolution%20Soccer%205%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%29.zip","28-Mar-2022 05:35","1.9 GiB","Racing",9.0
"Psychonauts (USA).zip","Psychonauts","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Psychonauts%20%28USA%29.zip","30-Mar-2022 04:59","2.2 GiB","Adventure",8.9
"R-Type Final (USA).zip","R-Type Final","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/R-Type%20Final%20%28USA%29.zip","28-Mar-2022 07:25","2.6 GiB","Action",8.3
"Radiata Stories (USA).zip","Radiata Stories","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Radiata%20Stories%20%28USA%29.zip","29-Mar-2022 15:10","2.4 GiB","RPG",8.2
"Ratchet & Clank (USA) (Demo 1).zip","Ratchet & Clank","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Ratchet%20%26%20Clank%20%28USA%29%20%28Demo%201%29.zip","29-Mar-2022 10:37","275.3 MiB","Adventure",8.9
"Ratchet & Clank - Going Commando (USA) (Demo 1).zip","Ratchet & Clank - Going Commando","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Ratchet%20%26%20Clank%20-%20Going%20Commando%20%28USA%29%20%28Demo%201%29.zip","28-Mar-2022 18:57","175.0 MiB","Adventure",9.0
"Ratchet & Clank - Up Your Arsenal (USA) (En,Fr,Es).zip","Ratchet & Clank - Up Your Arsenal","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Ratchet%20%26%20Clank%20-%20Up%20Your%20Arsenal%20%28USA%29%20%28En%2CFr%2CEs%29.zip","29-Mar-2022 00:42","3.3 GiB","Adventure",9.0
"Rayman - Raving Rabbids (USA) (En,Fr,Es).zip","Rayman - Raving Rabbids","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Rayman%20-%20Raving%20Rabbids%20%28USA%29%20%28En%2CFr%2CEs%29.zip","25-Apr-2022 19:58","1.2 GiB","Platformer",7.8
"Rayman 2 - Revolution (USA) (En,Fr,De,Es,It).zip","Rayman 2 - Revolution","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Rayman%202%20-%20Revolution%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip","28-Mar-2022 14:58","2.7 GiB","Racing",8.3
"Rayman 3 - Hoodlum Havoc (USA) (En,Fr,De,Es,It).zip","Rayman 3 - Hoodlum Havoc","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Rayman%203%20-%20Hoodlum%20Havoc%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip","29-Mar-2022 02:17","2.4 GiB","Platformer",8.1
"Rayman Arena (USA).zip","Rayman Arena","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Rayman%20Arena%20%28USA%29.zip","29-Mar-2022 22:32","544.2 MiB","Platformer",7.5
"Resident Evil - Code - Veronica X (USA).zip","Resident Evil - Code - Veronica X","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Resident%20Evil%20-%20Code%20-%20Veronica%20X%20%28USA%29.zip","29-Mar-2022 18:57","1.5 GiB","Shooter",8.5
"Resident Evil 4 (USA).zip","Resident Evil 4","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Resident%20Evil%204%20%28USA%29.zip","29-Mar-2022 06:42","3.4 GiB","Shooter",9.6
